"DEBUG","2021-07-14 02:55:36.294443","Function av_import_sma called with args:('SPCE',){}"
"DEBUG","2021-07-14 02:55:37.205628","Function av_import_sma call ended with status 'True' and run time: 0.9111522 seconds"
