"DEBUG","2021-07-14 02:51:51.603403","Function av_import_sma called with args:('AAL',){}"
"ERROR","2021-07-14 02:51:51.603403","Exception. Check API key or the ticker. error code: The pandas library was not found, therefore can not be used as an output format, please install manually"
"DEBUG","2021-07-14 02:51:51.603403","Function av_import_sma call ended with status 'False' and run time: 0.0003112999999999866 seconds"
"DEBUG","2021-07-14 02:51:51.603403","Function av_import_sma called with args:('C',){}"
"ERROR","2021-07-14 02:51:51.603403","Exception. Check API key or the ticker. error code: The pandas library was not found, therefore can not be used as an output format, please install manually"
"DEBUG","2021-07-14 02:51:51.604400","Function av_import_sma call ended with status 'False' and run time: 0.0007749000000000228 seconds"
